Equity
9999.56757385254
9999.582997894287
10000.850660552978
9996.334966888428
9993.69257385254
9993.870552215576
9993.589400482178
9993.88416030884
9993.744179229736
9992.81141052246
9992.240814819335
9993.4362890625
9994.04910507202
9993.92079788208
9993.620010528564
9993.595447998046
9993.412560424804
9995.310521850586
9995.831602172851
9995.831684265137
9995.430597991945
9996.903954162595
9997.649122924806
9996.884373016355
9996.40183532715
9996.5030418396
9996.093437194824
9995.668435668946
9996.60201675415
9997.472822875976
9996.11697921753
9996.948672943116
9997.529572906496
10001.441234283448
10000.246755523682
10001.873001098633
10000.71121673584
10001.174398040772
10000.848616790772
10000.847616882324
10000.847616882324
10001.581123046875
10001.266573181152
10000.736604309082
10001.427041931152
10002.381879119874
10001.691154327393
10000.793291625978
10001.02344177246
10001.51749786377
10001.27262298584
10000.143392944336
9999.699666900637
9998.439510498049
9997.24042312622
9999.39521560669
10001.632286682128
10001.508847961426
10001.323873901369
10001.411635437013
10001.490285339356
10001.691980285645
10000.792120819093
10001.01973892212
10000.843761444092
10001.122610473632
10001.228374023438
10001.23824798584
10001.568654174804
10001.523716888429
10003.01609161377
10002.558863830567
10002.558395080569
10002.661016693117
9999.416083374024
9999.422709503177
9999.031379394532
9999.031520385744
9998.38458557129
9998.627796936034
9998.627796936034
9998.32888015747
9998.32888015747
9998.80978439331
9998.809684295657
9999.129566802978
9999.223699035643
9999.58992919922
9999.550297851563
9999.550448150636
10000.098760528565
9999.758916778565
9999.641573028564
9999.641573028564
9999.641573028564
9999.641573028564
9999.641416778564
9999.641573028564
9999.641494903564
9999.641416778564
9999.641416778562
9999.641416778562
9999.641416778562
10000.133604278562
10000.028604278565
10000.028604278565
10000.028369903564
10000.028369903564
10000.095869903564
10000.974776153564
10000.587823028563
10001.073213653564
10001.460869903563
10002.223760528565
10002.292666778563
10002.101416778563
10002.578604278564
10002.578604278564
10007.374619903563
10006.590166778564
10006.040088653564
10006.095635528563
10002.445010528563
10002.526104278564
10002.526104278564
10002.518369903564
10002.518369903564
10002.649385528564
10002.543448028564
10002.543448028564
10001.123838653564
10000.760323028564
10001.369698028564
10001.000323028564
10000.723057403564
10000.723057403564
10000.892041778565
10000.892041778565
10001.250166778564
10001.250166778564
10001.592119903566
10001.592119903566
10001.878994903564
10001.878994903564
10001.878760528563
10001.878994903564
10000.849619903564
10000.016416778566
10000.887119903566
10001.017198028563
10001.017198028563
10000.700323028566
10001.264932403566
10001.332666778566
10000.652979278566
10000.568838653566
10000.466885528564
10000.730088653563
10000.886885528564
10000.564385528563
10000.647119903566
10001.583213653565
10002.091104278566
10002.470557403563
10002.238994903566
10002.201494903566
10001.505635528563
10001.506104278566
10001.626338653565
10000.876807403563
10000.794776153563
10005.171260528565
10005.072119903565
